Index,Company name,Rating,Company type,Sector,Old,Company location,Employees,Reviews
6260,Fragma Data Systems,4.7, 8 years old ,IT Services & Consulting , Bangalore/Bengaluru +1 more,, 51-200 Employees ,102 Reviews
6261,Little Nap Recliners,4.7,,201-500 Employees ,,, New Delhi +15 more,102 Reviews
6262,House of Beauty,4.4, Startup ,Internet , 4 years old , Gurgaon/Gurugram +13 more, 51-200 Employees ,102 Reviews
6263,Viraaj Ventures,4.5, Noida +5 more,Real Estate ,,, 11-50 Employees ,102 Reviews
6264,Rave Technologies,3.6, 36 years old ,IT Services & Consulting , Mumbai +4 more,, 501-1k Employees ,102 Reviews
6265,Shore Infotech India,3.1, 16 years old ,IT Services & Consulting , New York +1 more,, 201-500 Employees ,102 Reviews
6266,Inchcape Shipping Services,3.4, 176 years old ,Ports & Shipping , London +10 more,, 201-500 Employees ,102 Reviews
6267,Ebullient Securities,3.7, Gurgaon/Gurugram +1 more,Financial Services ,,, 51-200 Employees ,102 Reviews
6268,Kwality Pharmaceuticals,4, Public ,Pharma , 40 years old , Amritsar +6 more, 501-1k Employees ,102 Reviews
6269,Harbinger Systems,3.6, 33 years old ,IT Services & Consulting , Pune,, 201-500 Employees ,102 Reviews
6270,Clarion Technologies,3.8, 23 years old ,Auto Components , Pune +4 more,, 201-500 Employees ,101 Reviews
6271,Mehta Cad Cam Systems,3.9, 34 years old ,Industrial Machinery , Ahmedabad +16 more,, 51-200 Employees ,101 Reviews
6272,CCS Computers,4, 31 years old ,IT Services & Consulting , Delhi/NCR +17 more,, 201-500 Employees ,101 Reviews
6273,Caliber Technologies,4.1, 22 years old ,IT Services & Consulting , Pittsburgh +8 more,, 501-1k Employees ,101 Reviews
6274,Nelco,3.6, Public ,Telecom , 83 years old , Mumbai +16 more, 201-500 Employees ,101 Reviews
6275,Inube Software Solutions,3.1, 13 years old ,IT Services & Consulting , Bangalore +4 more,, 201-500 Employees ,101 Reviews
6276,Nkgsb CO-OP Bank,4, Public ,Banking , 106 years old , Mumbai +17 more, 1k-5k Employees ,101 Reviews
6277,NewAge Software & Solutions,3.5, 17 years old ,IT Services & Consulting , Chennai +5 more,, 201-500 Employees ,101 Reviews
6278,Nitor Infotech,3.9, 17 years old ,IT Services & Consulting , United states +1 more,, 501-1k Employees ,101 Reviews
6279,Ramraj Cotton,3.8, 40 years old ,Fashion & Textile , Tirupur/Tiruppur +14 more,, 201-500 Employees ,101 Reviews
6280,Nitor Infotech,3.9, 17 years old ,IT Services & Consulting , United states +1 more,, 501-1k Employees ,101 Reviews
6281,Nkgsb CO-OP Bank,4, Public ,Banking , 106 years old , Mumbai +17 more, 1k-5k Employees ,101 Reviews
6282,NewAge Software & Solutions,3.5, 17 years old ,IT Services & Consulting , Chennai +5 more,, 201-500 Employees ,101 Reviews
6283,Ramraj Cotton,3.8, 40 years old ,Fashion & Textile , Tirupur/Tiruppur +14 more,, 201-500 Employees ,101 Reviews
6284,Nelco,3.6, Public ,Telecom , 83 years old , Mumbai +16 more, 201-500 Employees ,101 Reviews
6285,J&F,4.3, 6 years old ,Engineering & Construction , Pour +4 more,, 201-500 Employees ,101 Reviews
6286,Eastern Coalfields,4.1, 48 years old ,Metals & Mining , West Bengal +8 more,, 50k-1 Lakh Employees (Global) ,101 Reviews
6287,Centrumdirect,3.9, 26 years old ,Financial Services , Mumbai +19 more,, 1k-5k Employees ,101 Reviews
6288,Elkayem Auto Ancillaries,3.5, 35 years old ,Industrial Machinery , Hosur +2 more,, 51-200 Employees ,101 Reviews
6289,CNSI,4.3, 29 years old ,IT Services & Consulting , Rockville +1 more,, 501-1k Employees ,101 Reviews
6290,Shankar Electricals,4, 4 years old ,Electrical Equipment , Bengaluru +7 more,, 201-500 Employees ,101 Reviews
6291,Smc Pneumatics India,3.7, 28 years old ,Industrial Machinery , Noida +15 more,, 201-500 Employees (Global) ,101 Reviews
6292,Australia and New Zealand Banking Group,4.3, 188 years old ,Banking , Melbourne +3 more,, 5k-10k Employees ,101 Reviews
6293,Hartex Rubber,3.4, 62 years old ,Auto Components , Hyderabad/Secunderabad +7 more,, 201-500 Employees ,101 Reviews
6294,Snowcem Paints,4.5, 64 years old ,Building Material , Mumbai +23 more,, 201-500 Employees ,101 Reviews
6295,Gujarat Sidhee Cement,4.1, Public ,Building Material , 50 years old , Junagadh +10 more, 501-1k Employees ,101 Reviews
6296,Indira Gandhi National Open University,4, Public ,Education & Training , 38 years old , Delhi/NCR +30 more, 501-1k Employees ,101 Reviews
6297,MPPTCL,4, State ,Oil & Gas , 22 years old , Jabalpur +23 more, 1k-5k Employees ,101 Reviews
6298,Fourth Dimension Solutions,2.6, Public ,IT Services & Consulting , 12 years old , New Delhi +17 more, 201-500 Employees ,101 Reviews
6299,Reliance HR Services,4.1, Mumbai +29 more,Recruitment ,,, 5k-10k Employees ,101 Reviews
6300,ECE Industries,3.7, Public ,Electrical Equipment , 78 years old , Ghaziabad +21 more, 201-500 Employees ,101 Reviews
6301,Caliber Technologies,4.1, 22 years old ,IT Services & Consulting , Hyderabad/Secunderabad +8 more,, 501-1k Employees ,101 Reviews
6302,Sathavahana Ispat,3.2, Public ,Iron & Steel , 34 years old , Ballari +3 more, 501-1k Employees ,101 Reviews
6303,Viveks,4.3, 58 years old ,Retail , Chennai +8 more,, 501-1k Employees ,101 Reviews
6304,MGNREGA,3.7, 32 years old ,Government , Jammu +53 more,, 501-1k Employees ,101 Reviews
6305,Inube Software Solutions,3.1, 13 years old ,IT Services & Consulting , Bengaluru/Bangalore +4 more,, 201-500 Employees ,101 Reviews
6306,e-Solutions,3.3, 20 years old ,Recruitment , Noida +14 more,, 11-50 Employees ,101 Reviews
6307,Star Agriwarehousing and Collateral Management,4.4, Public ,Agriculture , 17 years old , Mumbai +34 more, 201-500 Employees ,101 Reviews
6308,LS Automotive India,3.6, 17 years old ,Automobile , Chennai +3 more,, 1k-5k Employees ,101 Reviews
6309,EDR Continuous Information,3.2, 25 years old ,IT Services & Consulting , Chennai +3 more,, 51-200 Employees ,101 Reviews
6310,Maharashtra Feeds,4, 31 years old ,Agriculture , New Delhi +17 more,, 201-500 Employees ,101 Reviews
6311,Institute of Chemical Technology,4, New Delhi +21 more,501-1k Employees (Global) ,,, 90 years old ,101 Reviews
6312,Birla Shakti Cement,3.8,,Engineering & Construction ,,, Mysuru/Mysore +30 more,101 Reviews
6313,Salcomp,3.8,,5k-10k Employees ,,, Sriperumbudur +4 more,101 Reviews
6314,PrepLadder,3.2, 8 years old ,EdTech , Chandigarh +6 more,, 501-1k Employees ,101 Reviews
6315,Revlon,3.9, 91 years old ,Beauty & Personal Care , Mysuru/Mysore +24 more,, 501-1k Employees ,101 Reviews
6316,Xpheno,3.3, 7 years old ,Recruitment , Bengaluru/Bangalore +15 more,, 201-500 Employees ,101 Reviews
6317,Communications Test Design,3.6, 48 years old ,Logistics , Gurgaon/Gurugram +17 more,, 501-1k Employees ,101 Reviews
6318,KreditBee,3.8, Startup ,Internet , 5 years old , Bengaluru/Bangalore +9 more, 501-1k Employees ,101 Reviews
6319,Toll Group,4.3, 26 years old ,Logistics , Pune +16 more,, 1k-5k Employees ,101 Reviews
6320,Replicon,4, 27 years old ,Software Product , Calgary +3 more,, 501-1k Employees ,101 Reviews
6321,Ncr Eduservices,3.6, 11 years old ,Education & Training , Noida +7 more,, 201-500 Employees ,101 Reviews
6322,Utthunga Technologies,3.8, 16 years old ,Industrial Automation , Bangalore/Bengaluru +1 more,, 501-1k Employees ,100 Reviews
6323,Syniverse Technologies,3.5, 36 years old ,IT Services & Consulting , Tampa +4 more,, 201-500 Employees ,100 Reviews
6324,Accountant Anywhere Services,4, 22 years old ,BPO , Pune +35 more,, 1-10 Employees ,100 Reviews
6325,Hyatt Place,4.1, 66 years old ,Hospitality , Chicago +15 more,, 11-50 Employees ,100 Reviews
6326,Harita Seating Systems,3.9, Public ,Auto Components , 13 years old , Hosur +11 more, 201-500 Employees ,100 Reviews
6327,Marquis Technologies,3.5, 14 years old ,IT Services & Consulting , Navi Mumbai +6 more,, 51-200 Employees ,100 Reviews
6328,Newtronic Lifecare Equipment,3.8, 47 years old ,Pharma , Mumbai +10 more,, 201-500 Employees ,100 Reviews
6329,Bss Microfinance,3.7, 24 years old ,Financial Services , Bengaluru +36 more,, 51-200 Employees ,100 Reviews
6330,Rane Group,4, Public ,Auto Components , Chennai +18 more,, 1k-5k Employees ,100 Reviews
6331,Lakshmikumaran & Sridharan,3.7, 38 years old ,Legal , New Delhi +11 more,, 501-1k Employees ,100 Reviews
6332,Ascend Telecom Infrastructure,4.4, 21 years old ,Telecom , Bengaluru +22 more,, 201-500 Employees ,100 Reviews
6333,Dunnhumby,4.1, 15 years old ,Analytics & KPO , Brook Green +1 more,, 501-1k Employees ,100 Reviews
6334,SmartStream Technologies,3.6, 23 years old ,Financial Services , London +5 more,, 501-1k Employees ,100 Reviews
6335,WaterHealth International,4, 18 years old ,Waste Management , Hyderabad/Secunderabad +12 more,, 51-200 Employees ,100 Reviews
6336,TransPerfect,3.9, 31 years old ,Hardware & Networking , New York +3 more,, 501-1k Employees ,100 Reviews
6337,Dunkin' Donuts,4, 73 years old ,Hospitality , Canton +18 more,, 1k-5k Employees (Global) ,100 Reviews
6338,DAS Offshore Engineering,4.2, 31 years old ,Industrial Machinery , Navi Mumbai +5 more,, 201-500 Employees ,100 Reviews
6339,Coslight India Telecom,3.8, 16 years old ,Telecom , Gurgaon/Gurugram +24 more,, 201-500 Employees ,100 Reviews
6340,Volksoft Technologies,4.3, secunderabad +2 more,11-50 Employees ,,, 21 years old ,100 Reviews
6341,Shri Mahavir ferro Alloys,3.8, 27 years old ,Iron & Steel , Rourkela +3 more,, 51-200 Employees ,100 Reviews
6342,INTERPLEX,4.1, Singapore +7 more,501-1k Employees ,,, 53 years old ,100 Reviews
6343,Indel Money,4.1, 21 years old ,Financial Services , Ernakulam +37 more,, 501-1k Employees ,100 Reviews
6344,Meghmani Finechem,4.3, 16 years old ,Chemicals , Ahmedabad +3 more,, 501-1k Employees ,100 Reviews
6345,ANANDA GROUP,3.9, Bhimavaram +24 more,Food Processing ,,, 93 years old ,100 Reviews
6346,Wellknown Polyesters,4, Public ,Fashion & Textile , 27 years old , Mumbai +7 more, 1k-5k Employees ,100 Reviews
6347,MyGlamm,3.6, Indian Unicorn ,Beauty & Personal Care , 8 years old , Mumbai +23 more, 501-1k Employees ,100 Reviews
6348,Indian Institute of Science Education and Research,4.4, 17 years old ,Analytics & KPO , Pune +13 more,, 51-200 Employees ,100 Reviews
6349,Extentia Information Technology,3.6, 25 years old ,IT Services & Consulting , Pune +2 more,, 501-1k Employees ,100 Reviews
6350,Geltec,3.1, 21 years old ,Pharma , Mumbai +7 more,, 201-500 Employees ,100 Reviews
6351,Thejo Engineering,4, Public ,Engineering & Construction , 49 years old , Chennai +25 more, 501-1k Employees ,100 Reviews
6352,Trinity Mobility,3.1, 12 years old ,IT Services & Consulting , Bangalore +5 more,, 201-500 Employees ,100 Reviews
6353,Indian Acrylics,3.9, Public ,Chemicals , 30 years old , Chandigarh +6 more, 501-1k Employees ,100 Reviews
6354,Cryptograph Technologies,4.2, 13 years old ,IT Services & Consulting , Bengaluru +11 more,, 51-200 Employees ,100 Reviews
6355,Ageis,3.4, Bengaluru/Bangalore +15 more,Emerging Technologies ,,, 11-50 Employees (Global) ,100 Reviews
6356,Enquero,4.2, 9 years old ,IT Services & Consulting , Milpitas +3 more,, 501-1k Employees ,100 Reviews
6357,Bonanza Portfolio,3.9, 29 years old ,Financial Services , New Delhi +29 more,, 1k-5k Employees ,100 Reviews
6358,The Heritage School,3.9, 14 years old ,Education & Training , New Delhi +12 more,, 201-500 Employees ,100 Reviews
6359,Winjit Technologies,3.8, 19 years old ,IT Services & Consulting , Nashik +3 more,, 201-500 Employees ,100 Reviews
6360,T.G.I. Friday's,3.9, 58 years old ,Hospitality , Dallas +15 more,, 10k-50k Employees (Global) ,100 Reviews
6361,Jharkhand State Livelihood Promotion Society,3.8, 14 years old ,Government , Ranchi +18 more,, 1k-5k Employees (Global) ,100 Reviews
6362,Tata Tele Business Services,3.9, Pune +15 more,Telecom ,,, 10k-50k Employees ,100 Reviews
6363,Hombale Constructions and Estates,4.5, 16 years old ,Engineering & Construction , Bangalore +4 more,, 51-200 Employees ,100 Reviews
6364,Ribbon Communication,3.9,,51-200 Employees ,,, Bengaluru/Bangalore +6 more,100 Reviews
6365,Accentuate Technology,4.2,,1-10 Employees ,,, Bengaluru/Bangalore +9 more,100 Reviews
6366,FunnL,3.4,,Startup ,,, Hyderabad/Secunderabad,100 Reviews
6367,InternIn,4.6, 3 years old ,Recruitment , Aurangabad +16 more,, 51-200 Employees ,100 Reviews
6368,Sellcraft Global Solutions,3.9, 36 years old ,IT Services & Consulting , Pune +8 more,, 51-200 Employees ,100 Reviews
6369,Tata Lockheed Martin Aerostructures,4, 111 years old ,Defence & Aerospace , Bethesda +4 more,, 11-50 Employees ,100 Reviews
6370,Infiiloom,3.7, Pune +11 more,Fashion & Textile ,,, 51-200 Employees ,100 Reviews
6371,Collman Services,4.1, Hyderabad/Secunderabad +12 more,BPO ,,, 201-500 Employees ,100 Reviews
6372,John Cockerill,3.7, 37 years old ,501-1k Employees , Mumbai +3 more,, Public ,100 Reviews
6373,Acme Formulation,3.1, 19 years old ,Pharma , Nalagarh +5 more,, 501-1k Employees ,100 Reviews
6374,Expeditors International,4, Forbes Global 2000 ,Logistics , 44 years old , Seattle +17 more, 1k-5k Employees ,100 Reviews
6375,Tresor Systems,4.1, 14 years old ,Retail , New Delhi +16 more,, 51-200 Employees ,100 Reviews
6376,Intellect Bizware Services,4.3, 16 years old ,IT Services & Consulting , Navi Mumbai +5 more,, 51-200 Employees ,99 Reviews
6377,Gandour India Food Processing,3.9, 24 years old ,Food Processing , Hyderabad/Secunderabad +24 more,, 51-200 Employees ,99 Reviews
6378,Optiemus Electronics,3.6, 7 years old ,Electronics Manufacturing , Noida +5 more,, 1k-5k Employees ,99 Reviews
6379,Ven Consulting,3.5, 13 years old ,Recruitment , Bengaluru +19 more,, 51-200 Employees ,99 Reviews
6380,IWS,3.7, 19 years old ,Recruitment , Noida +20 more,, 201-500 Employees ,99 Reviews
6381,CTX Life Science,4, 19 years old ,Pharma , Surat +4 more,, 201-500 Employees ,99 Reviews
6382,SGB,4, San Diego +15 more,Engineering & Construction ,,, 51-200 Employees ,99 Reviews
6383,Sahyadri Industries,3.9, Public ,Building Material , 76 years old , Pune +17 more, 501-1k Employees ,99 Reviews
6384,Bharatiya Vidya Bhavan,4.1, 85 years old ,Education & Training , Mumbai +30 more,, 10k-50k Employees ,99 Reviews
6385,Parsvnath Developers,3.5, Public ,Real Estate , 33 years old , Delhi/NCR +8 more, 1k-5k Employees ,99 Reviews
6386,Meru cabs,3.9, 16 years old ,Internet , Mumbai +9 more,, 1k-5k Employees ,99 Reviews
6387,Unimark Remedies,3.3, 41 years old ,Pharma , Mumbai +10 more,, 201-500 Employees ,99 Reviews
6388,Frontier Business Systems,3.5, 29 years old ,IT Services & Consulting , Bangalore +12 more,, 501-1k Employees ,99 Reviews
6389,Uttar Pradesh Jal Nigam,4, Public ,Government , 48 years old , Lucknow +32 more, 1k-5k Employees ,99 Reviews
6390,Mordor Intelligence,3.7, 10 years old ,Analytics & KPO , Hyderabad/Secunderabad,, 201-500 Employees ,99 Reviews
6391,Bell Finvest,2.8, Public ,NBFC , 29 years old , Mumbai +44 more, 51-200 Employees ,99 Reviews
6392,MindSquare Technologies,4.3, 11 years old ,IT Services & Consulting , Mumbai +16 more,, 201-500 Employees ,99 Reviews
6393,Layam Flexi Solutions,3.5, 16 years old ,Recruitment , Chennai +20 more,, 1k-5k Employees (Global) ,99 Reviews
6394,Birla Precision Technologies,3.7, Public ,Industrial Machinery , 86 years old , Mumbai +11 more, 201-500 Employees ,99 Reviews
6395,Edunext Technologies,4.5, 11 years old ,EdTech , Ghaziabad +11 more,, 201-500 Employees ,99 Reviews
6396,Vibracoustic,4.1, 11 years old ,Automobile , Darmstadt +9 more,, 201-500 Employees ,99 Reviews
6397,DesignCafe,3.6, Startup ,Retail , 7 years old , Bangalore +6 more, 501-1k Employees ,99 Reviews
6398,Arya Collateral Warehousing Services,4.2, 41 years old ,Agriculture , Noida +22 more,, 51-200 Employees ,99 Reviews
6399,Exel Rubber,4.1, Public ,Petrochemicals , 33 years old , Hyderabad +5 more, 51-200 Employees ,99 Reviews
6400,Baskin Robbins,4, 78 years old ,Food Processing , Canton +29 more,, 51-200 Employees ,99 Reviews
6401,IT Solutions,3.9, 27 years old ,IT Services & Consulting , New Delhi +24 more,, 51-200 Employees ,99 Reviews
6402,Dollar Industries,3.9, Public ,Fashion & Textile , 27 years old , Kolkata +21 more, 501-1k Employees ,99 Reviews
6403,Hilton Garden Inn,4, 27 years old ,Hospitality , Lancaster +10 more,, 1k-5k Employees ,99 Reviews
6404,Paushak,3.5, Public ,Chemicals , 51 years old , Vadodara/Baroda +3 more, 51-200 Employees ,99 Reviews
6405,Costa Coffee,3.8, 52 years old ,Beverage , Dunstable +18 more,, 10k-50k Employees ,99 Reviews
6406,Abu Dhabi Commercial Bank,4.1, Forbes Global 2000 ,Banking , 38 years old , Abu Dhabi +5 more, 201-500 Employees ,99 Reviews
6407,Amrita Vishwa Vidyapeetham,3.9, 29 years old ,Education & Training , Coimbatore +7 more,, 1k-5k Employees ,99 Reviews
6408,Nahar Group of Companies,3.9, 74 years old ,Fashion & Textile , Ludhiana +15 more,, 51-200 Employees ,99 Reviews
6409,AB Mauri India,4.1, 63 years old ,FMCG , Bangalore/Bengaluru +17 more,, 201-500 Employees ,99 Reviews
6410,Radiant Export,4.4, 32 years old ,Fashion & Textile , Noida +1 more,, 51-200 Employees ,99 Reviews
6411,Sakshi,4, 15 years old ,Printing & Publishing , Hyderabad +26 more,, 10k-50k Employees ,99 Reviews
6412,Object Frontier Software,3.9, 26 years old ,IT Services & Consulting , Chennai +1 more,, 501-1k Employees ,99 Reviews
6413,Bilt,3.8, 78 years old ,Pulp & Paper , Gurgaon/Gurugram +16 more,, 1k-5k Employees ,99 Reviews
6414,bebo Technologies,3.5, 21 years old ,IT Services & Consulting , Chandigarh +5 more,, 501-1k Employees ,99 Reviews
6415,YES,4.2, Mumbai +38 more,Banking ,,, 10k-50k Employees (Global) ,99 Reviews
6416,Shriram EPC,4.2, Public ,Oil & Gas , 23 years old , Chennai +13 more, 201-500 Employees ,99 Reviews
6417,Casepoint,3.9, 15 years old ,IT Services & Consulting , Tysons +1 more,, 501-1k Employees ,99 Reviews
6418,Dream India Schools,3.4, 10 years old ,Education & Training , Hyderabad +33 more,, 11-50 Employees ,99 Reviews
6419,Frontizo Business Services,3.1, 11 years old ,BPO , Bangalore/Bengaluru +3 more,, 501-1k Employees ,99 Reviews
6420,Healthium Medtech,3.6, Bangalore/Bengaluru +21 more,501-1k Employees ,,, 31 years old ,99 Reviews
6421,TFG Vacations,4.4, 8 years old ,Travel & Tourism , New Delhi +11 more,, 11-50 Employees ,99 Reviews
6422,MSC Technology India,4.2, 16 years old ,IT Services & Consulting , Chennai +5 more,, 1k-5k Employees ,99 Reviews
6423,Million Minds Management Services,4, 11 years old ,Recruitment , Noida +30 more,, 51-200 Employees ,99 Reviews
6424,Emeritus Institute of Management,4, Startup ,Education & Training , 8 years old , Singapore +3 more, 1k-5k Employees ,99 Reviews
6425,BetterPlace Safety Solutions,3.4, Startup ,IT Services & Consulting , 8 years old , Gronau +10 more, 201-500 Employees ,99 Reviews
6426,Sila Solutions,4.1, 13 years old ,Real Estate , Mumbai +14 more,, 5k-10k Employees ,99 Reviews
6427,Adani Electricity,3.7,,1k-5k Employees ,,, Mumbai +4 more,99 Reviews
6428,Fortis Memorial Research Institute,3.7, Gurgaon +1 more,Clinical Research ,,, 10 years old ,99 Reviews
6429,Birla Open Minds International School,3.5, 13 years old ,Education & Training , Mumbai +18 more,, 201-500 Employees ,99 Reviews
6430,Samkwang India Electronic,3.3,,501-1k Employees ,,, Greater Noida +5 more,99 Reviews
6431,Ebixcash World Money,3.8, 38 years old ,FinTech , Mumbai +24 more,, 201-500 Employees ,99 Reviews
6432,Wep Solutions India,3.9, Public ,IT Services & Consulting , 28 years old , Bangalore +14 more, 201-500 Employees ,99 Reviews
6433,SLAP,4, Anantapur +10 more,Auto Components ,,, 11-50 Employees (Global) ,99 Reviews
6434,Agilysys Technologies India,3.7, 60 years old ,IT Services & Consulting , Alpharetta +1 more,, 501-1k Employees ,99 Reviews
6435,DIN Engineering Services,3.9, 24 years old ,Analytics & KPO , Noida +3 more,, 501-1k Employees ,99 Reviews
6436,Aster Medcity,4.4, 8 years old ,Healthcare , Kochi/Cochin +3 more,, 1k-5k Employees (Global) ,99 Reviews
6437,Pioneer e Solutions,3.9, 11 years old ,IT Services & Consulting , New Delhi +31 more,, 11-50 Employees ,99 Reviews
6438,Morarjee Textiles,3.8, Public ,Fashion & Textile , 152 years old , Mumbai +3 more, 201-500 Employees ,98 Reviews
6439,Ultratech Cement Ltd- Rmc Div,4.1, Pune +47 more,Engineering & Construction ,,, 5k-10k Employees ,98 Reviews
6440,Platinum Waltech,2.3, 26 years old ,Engineering & Construction , New Delhi +26 more,, 51-200 Employees ,98 Reviews
6441,Dantal Hydraulics,4, 33 years old ,Industrial Machinery , Gurgaon/Gurugram +8 more,, 501-1k Employees ,98 Reviews
6442,Ideas2IT Technologies,4.2, 14 years old ,IT Services & Consulting , Chennai +4 more,, 201-500 Employees ,98 Reviews
6443,Bansal Hospital,3.9, 25 years old ,Healthcare , New Delhi +14 more,, 1-10 Employees ,98 Reviews
6444,D Light Energy,3.7, 16 years old ,Waste Management , San Francisco +25 more,, 51-200 Employees ,98 Reviews
6445,Videocon Telecommunications,4, 15 years old ,Telecom , Gurgaon/Gurugram +35 more,, 5k-10k Employees ,98 Reviews
6446,Avance Consulting Services,3.7, 16 years old ,Recruitment , Somerset +2 more,, 51-200 Employees ,98 Reviews
6447,Maharani Innovative Paints,2.9, 43 years old ,Chemicals , Palwal +11 more,, 201-500 Employees ,98 Reviews
6448,Symed Labs,3.3, 26 years old ,Pharma , Hyderabad +4 more,, 501-1k Employees ,98 Reviews
6449,Ajax Fiori Engineering,3.8, 31 years old ,Engineering & Construction , Bengaluru +24 more,, 201-500 Employees ,98 Reviews
6450,Tamilnadu Petroproducts,4, Public ,Chemicals / Agri Inputs , 39 years old , Chennai +1 more, 201-500 Employees ,98 Reviews
6451,National Sample Survey Office (nsso),4, 73 years old ,Government , New Delhi +51 more,, 201-500 Employees (Global) ,98 Reviews
6452,Hamad Medical Corporation,3.6, 44 years old ,Healthcare , Doha +7 more,, 201-500 Employees ,98 Reviews
6453,Forever 21,3.7, 39 years old ,Fashion & Textile , Los Angeles +19 more,, 1k-5k Employees ,98 Reviews
6454,Cherry Hill Interiors,4, 36 years old ,Architecture & Interior Design , New Delhi +8 more,, 201-500 Employees ,98 Reviews
6455,Cinda Engineering & Construction,4, 15 years old ,Engineering & Construction , Noida +12 more,, 51-200 Employees ,98 Reviews
6456,Entercoms,3, 19 years old ,Management Consulting , Irving +1 more,, 201-500 Employees ,98 Reviews
6457,Techno India Group,3.8, 38 years old ,EdTech , Kolkata +12 more,, 51-200 Employees ,98 Reviews
6458,Karza Technologies,4.7, Startup ,IT Services & Consulting , 8 years old , Mumbai +2 more, 201-500 Employees ,98 Reviews
6459,Dubai Electricity & Water Authority (DEWA),4.1, 31 years old ,Power , Dubai +2 more,, 10k-50k Employees ,98 Reviews
6460,Teach For India,3.9, 16 years old ,Non-Profit , Mumbai +11 more,, 1k-5k Employees ,98 Reviews
6461,Primus Techsystems,3.5, 13 years old ,IT Services & Consulting , Pune +7 more,, 201-500 Employees ,98 Reviews
6462,Shree Technocrat Communication Systems,3.7, New Delhi +15 more,Telecom ,,, 17 years old ,98 Reviews
6463,DataTracks,3.6, Public ,Financial Services , 18 years old , Singapore +1 more, 201-500 Employees ,98 Reviews
6464,Naari Pharma,3.4, 16 years old ,Pharma , Bangalore/Bengaluru +8 more,, 11-50 Employees ,98 Reviews
6465,Valueonshore Advisors,4.3, 14 years old ,Management Consulting , Gurgaon/Gurugram +2 more,, 201-500 Employees ,98 Reviews
6466,Arvind Techno Engineers,3.9, 45 years old ,Engineering & Construction , New Delhi +22 more,, 51-200 Employees ,98 Reviews
6467,Preet Tractors,3, 21 years old ,Automobile , Patiala +20 more,, 51-200 Employees ,98 Reviews
6468,KSK Mahanadi Power Company,3.8, Public ,Power , 22 years old , Champa +4 more, 1k-5k Employees ,98 Reviews
6469,RACL Geartech,3.9, Public ,Auto Components , 34 years old , Noida +4 more, 201-500 Employees ,98 Reviews
6470,East African (I) Overseas Dehradun,3.5, 43 years old ,Pharma , Dehradun +3 more,, 201-500 Employees ,98 Reviews
6471,IIT Kanpur,4.4, 64 years old ,Education & Training , Kanpur +4 more,, 201-500 Employees (Global) ,98 Reviews
6472,Archies,3.5, Public ,Retail , 44 years old , Gurgaon/Gurugram +23 more, 1k-5k Employees ,98 Reviews
6473,Krystal Integrated Services,4.1, 23 years old ,Facility Management Services , Mumbai +13 more,, 201-500 Employees ,98 Reviews
6474,Ajax Engineering,4.1, 31 years old ,Engineering & Construction , Bangalore/Bengaluru +15 more,, 51-200 Employees ,98 Reviews
6475,Genisys Information Systems,3.5, 18 years old ,IT Services & Consulting , London +2 more,, 501-1k Employees ,98 Reviews
6476,Intelizign Engineering Services,4.2, 17 years old ,IT Services & Consulting , Chennai +4 more,, 501-1k Employees ,98 Reviews
6477,Rajapushpa Properties,3.8, 17 years old ,Real Estate , Hyderabad/Secunderabad +3 more,, 201-500 Employees ,98 Reviews
6478,C-Square Info Solutions,3.9, Public ,IT Services & Consulting , 21 years old , Bangalore +9 more, 201-500 Employees ,98 Reviews
6479,Sikka Group,3.2, 37 years old ,Real Estate , New Delhi +5 more,, 201-500 Employees ,98 Reviews
6480,Tema India,3.7, 39 years old ,Oil & Gas , Mumbai +9 more,, 501-1k Employees ,98 Reviews
6481,A. Menarini India,4, 137 years old ,Pharma , Florence +16 more,, 501-1k Employees ,98 Reviews
6482,Hansa Research Group,3.8, 40 years old ,Analytics & KPO , Kolkata +17 more,, 201-500 Employees ,98 Reviews
6483,Hansa Direct,3.6, 15 years old ,Marketing & Advertising , Mumbai +2 more,, 201-500 Employees ,98 Reviews
6484,GlobalHunt,2.9, 21 years old ,Recruitment , New Delhi +11 more,, 51-200 Employees ,98 Reviews
6485,Century Textiles and Industries,4.3, Fortune India 500 ,Pulp & Paper , 126 years old , Mumbai +34 more, 1k-5k Employees ,98 Reviews
6486,Yanfeng Automotive Interiors,4.1, 8 years old ,Auto Components , Shanghai +4 more,, 50k-1 Lakh Employees (Global) ,98 Reviews
6487,Dr. Willmar Schwabe India,4, 157 years old ,Healthcare , Karlsruhe +16 more,, 201-500 Employees ,98 Reviews
6488,Dar Group,3.7, 37 years old ,Architecture & Interior Design , Beirut +8 more,, 501-1k Employees ,98 Reviews
6489,Theorem Incorporation,3.7, 21 years old ,Marketing & Advertising , Chatham +2 more,, 1k-5k Employees ,98 Reviews
6490,Payswiff Solutions,3.8, Startup ,FinTech , 10 years old , Hyderabad +19 more, 201-500 Employees ,98 Reviews
6491,ART Housing Finance (India),3.9, Public ,Financial Services , 10 years old , Gurgaon +28 more, 51-200 Employees ,98 Reviews
6492,Vertafore,4.1, 54 years old ,IT Services & Consulting , Denver +1 more,, 501-1k Employees ,98 Reviews
6493,Osource Global,3.6, Navi Mumbai +3 more,Recruitment ,,, 1k-5k Employees ,98 Reviews
6494,Eaton Industrial Systems,4.5, 24 years old ,Industrial Machinery , Pune +7 more,, 51-200 Employees ,98 Reviews
